Open,High,Low,Close,Adj Close,Volume,Return,Date,Week_Number,Year,Day,Weekday,mean_return,volatility
42.540000915527344,43.07500076293945,42.314998626708984,43.064998626708984,40.77652359008789,102223600,0.0,2018-01-02,00,2018,2,Tuesday,0.39675,0.5428912567601974
43.13249969482422,43.63750076293945,42.9900016784668,43.057498931884766,40.7694206237793,118071600,-0.017,2018-01-03,00,2018,3,Wednesday,0.39675,0.5428912567601974
43.1349983215332,43.36750030517578,43.02000045776367,43.25749969482422,40.95880889892578,89738400,0.465,2018-01-04,00,2018,4,Thursday,0.39675,0.5428912567601974
43.36000061035156,43.842498779296875,43.26250076293945,43.75,41.42512512207031,94640000,1.139,2018-01-05,00,2018,5,Friday,0.39675,0.5428912567601974
43.587501525878906,43.90250015258789,43.48249816894531,43.587501525878906,41.27125930786133,82271200,-0.371,2018-01-08,01,2018,8,Monday,0.2392,0.5572075017441886
43.63750076293945,43.76499938964844,43.352500915527344,43.58250045776367,41.26652526855469,86336000,-0.011,2018-01-09,01,2018,9,Tuesday,0.2392,0.5572075017441886
43.290000915527344,43.57500076293945,43.25,43.5724983215332,41.257049560546875,95839600,-0.023,2018-01-10,01,2018,10,Wednesday,0.2392,0.5572075017441886
43.647499084472656,43.872501373291016,43.622501373291016,43.81999969482422,41.49140167236328,74670800,0.568,2018-01-11,01,2018,11,Thursday,0.2392,0.5572075017441886
44.04499816894531,44.34000015258789,43.912498474121094,44.272499084472656,41.91985321044922,101672400,1.033,2018-01-12,01,2018,12,Friday,0.2392,0.5572075017441886
44.474998474121094,44.84749984741211,44.03499984741211,44.04750061035156,41.70681381225586,118263600,-0.508,2018-01-16,02,2018,16,Tuesday,0.19674999999999998,1.0065059612342095
44.037498474121094,44.8125,43.76750183105469,44.775001525878906,42.395652770996094,137547200,1.652,2018-01-17,02,2018,17,Wednesday,0.19674999999999998,1.0065059612342095
44.842498779296875,45.025001525878906,44.5625,44.814998626708984,42.43352508544922,124773600,0.089,2018-01-18,02,2018,18,Thursday,0.19674999999999998,1.0065059612342095
44.65250015258789,44.89500045776367,44.352500915527344,44.6150016784668,42.244163513183594,129700400,-0.446,2018-01-19,02,2018,19,Friday,0.19674999999999998,1.0065059612342095
44.32500076293945,44.44499969482422,44.150001525878906,44.25,41.898555755615234,108434400,-0.818,2018-01-22,03,2018,22,Monday,-0.7878,0.9144860305111281
44.32500076293945,44.86000061035156,44.20500183105469,44.2599983215332,41.908016204833984,130756400,0.023,2018-01-23,03,2018,23,Tuesday,-0.7878,0.9144860305111281
44.3125,44.32500076293945,43.29999923706055,43.55500030517578,41.24048614501953,204420400,-1.593,2018-01-24,03,2018,24,Wednesday,-0.7878,0.9144860305111281
43.627498626708984,43.73749923706055,42.63249969482422,42.77750015258789,40.504310607910156,166116000,-1.785,2018-01-25,03,2018,25,Thursday,-0.7878,0.9144860305111281
43.0,43.0,42.51499938964844,42.877498626708984,40.59898376464844,156572000,0.234,2018-01-26,03,2018,26,Friday,-0.7878,0.9144860305111281
42.540000915527344,42.540000915527344,41.76750183105469,41.9900016784668,39.758663177490234,202561600,-2.07,2018-01-29,04,2018,29,Monday,-1.3028,1.9423959946416693
41.38249969482422,41.842498779296875,41.17499923706055,41.74250030517578,39.5243034362793,184192800,-0.589,2018-01-30,04,2018,30,Tuesday,-1.3028,1.9423959946416693
41.717498779296875,42.11000061035156,41.625,41.85749816894531,39.6331901550293,129915600,0.275,2018-01-31,04,2018,31,Wednesday,-1.3028,1.9423959946416693
41.79249954223633,42.154998779296875,41.689998626708984,41.94499969482422,39.71604537963867,188923200,0.209,2018-02-01,04,2018,1,Thursday,-1.3028,1.9423959946416693
41.5,41.70000076293945,40.025001525878906,40.125,37.99276351928711,346375200,-4.339,2018-02-02,04,2018,2,Friday,-1.3028,1.9423959946416693
39.775001525878906,40.970001220703125,39.0,39.122501373291016,37.04353713989258,290954000,-2.498,2018-02-05,05,2018,5,Monday,-0.39779999999999993,3.0234886637789797
38.70750045776367,40.93000030517578,38.5,40.75749969482422,38.59164810180664,272975200,4.179,2018-02-06,05,2018,6,Tuesday,-0.39779999999999993,3.0234886637789797
40.772499084472656,40.849998474121094,39.76750183105469,39.8849983215332,37.76551055908203,206434400,-2.141,2018-02-07,05,2018,7,Wednesday,-0.39779999999999993,3.0234886637789797
40.0724983215332,40.25,38.75749969482422,38.787498474121094,36.72633743286133,217562000,-2.752,2018-02-08,05,2018,8,Thursday,-0.39779999999999993,3.0234886637789797
39.26750183105469,39.47249984741211,37.560001373291016,39.102500915527344,37.17554473876953,282690400,1.223,2018-02-09,05,2018,9,Friday,-0.39779999999999993,3.0234886637789797
39.625,40.97249984741211,39.377498626708984,40.6775016784668,38.67293930053711,243278000,4.028,2018-02-12,06,2018,12,Monday,1.9815999999999998,1.7590175667116004
40.48749923706055,41.1875,40.412498474121094,41.084999084472656,39.06035232543945,130196800,1.002,2018-02-13,06,2018,13,Tuesday,1.9815999999999998,1.7590175667116004
40.7599983215332,41.8849983215332,40.720001220703125,41.842498779296875,39.780521392822266,162579600,1.844,2018-02-14,06,2018,14,Wednesday,1.9815999999999998,1.7590175667116004
